person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,19000,OWN,0.0,MEDICAL,D,7200,14.74,1,0.38,Y,4
29,62000,MORTGAGE,0.0,PERSONAL,C,10000,12.41,0,0.16,Y,9
24,49000,OTHER,1.0,PERSONAL,C,20000,11.34,1,0.41,Y,4
22,34000,RENT,3.0,DEBTCONSOLIDATION,A,4975,7.51,1,0.15,N,2
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3
28,72000,MORTGAGE,12.0,VENTURE,E,16000,15.95,0,0.22,N,5
23,45000,RENT,4.0,EDUCATION,B,12000,12.69,0,0.27,N,4
27,66300,MORTGAGE,11.0,MEDICAL,D,21000,15.62,1,0.27,Y,10
22,46000,RENT,4.0,PERSONAL,A,11000,7.49,0,0.24,N,4
30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,,1,0.32,Y,9
22,48888,RENT,1.0,PERSONAL,C,18400,13.16,1,0.38,N,2
24,40000,RENT,3.0,VENTURE,A,11800,6.92,0,0.29,N,4
27,86399,MORTGAGE,7.0,PERSONAL,A,2250,,0,0.03,N,6
28,110000,RENT,2.0,HOMEIMPROVEMENT,C,10000,13.22,0,0.09,N,5
44,65000,RENT,16.0,MEDICAL,A,2000,7.9,0,0.03,N,14
23,48000,RENT,1.0,VENTURE,A,4325,5.42,0,0.09,N,4
28,80000,RENT,5.0,DEBTCONSOLIDATION,B,2200,9.99,0,0.03,N,6
24,55200,MORTGAGE,0.0,MEDICAL,D,6000,14.42,1,0.11,Y,2
27,60000,MORTGAGE,3.0,PERSONAL,E,5000,16.45,0,0.08,N,6
33,59000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,9.91,0,0.09,N,9
26,42000,RENT,6.0,VENTURE,A,5000,7.29,0,0.12,N,2
22,48000,RENT,2.0,EDUCATION,B,2600,11.12,0,0.05,N,3
26,67000,RENT,4.0,MEDICAL,C,2400,12.99,0,0.04,Y,2
21,45000,RENT,3.0,EDUCATION,B,10000,10.25,0,0.22,N,2
44,29088,RENT,3.0,DEBTCONSOLIDATION,B,7200,11.71,0,0.25,N,17
26,102000,MORTGAGE,5.0,PERSONAL,A,13000,5.42,0,0.13,N,3
30,175000,RENT,1.0,EDUCATION,A,18000,5.79,0,0.1,N,10
26,84000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,2150,13.47,0,0.03,N,2
25,60500,OWN,6.0,PERSONAL,B,17000,12.42,0,0.28,N,2
23,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,N,4
33,400000,MORTGAGE,9.0,MEDICAL,A,15000,6.03,0,0.04,N,6
23,54996,MORTGAGE,7.0,PERSONAL,C,8000,14.35,0,0.15,N,4
37,45600,RENT,2.0,DEBTCONSOLIDATION,B,4500,11.86,0,0.1,N,16
26,37820,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6300,,0,0.17,N,2
23,60000,RENT,2.0,DEBTCONSOLIDATION,B,8000,,0,0.13,N,3
26,27983,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.21,N,3
50,46000,MORTGAGE,8.0,EDUCATION,D,8600,14.09,0,0.19,N,12
26,45900,MORTGAGE,10.0,PERSONAL,C,11500,13.79,0,0.25,N,4
28,47000,RENT,4.0,PERSONAL,A,2800,6.99,0,0.06,N,7
30,80000,RENT,7.0,VENTURE,A,12000,8.9,0,0.15,N,10
22,90000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.11,N,3
22,29554,MORTGAGE,,DEBTCONSOLIDATION,A,5775,5.42,1,0.2,N,3
23,75000,MORTGAGE,7.0,PERSONAL,B,4950,10.99,0,0.07,N,3
25,145000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,8.49,0,0.06,N,3
29,71400,MORTGAGE,1.0,MEDICAL,A,8000,8.49,1,0.1,N,10
28,56864,MORTGAGE,5.0,MEDICAL,A,12300,7.88,0,0.22,N,8
25,49000,RENT,8.0,EDUCATION,C,6000,,0,0.12,Y,2
25,35000,RENT,3.0,VENTURE,B,2400,12.53,0,0.07,N,3
29,51000,MORTGAGE,8.0,PERSONAL,B,25000,11.49,0,0.49,N,10
24,92341,RENT,9.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.13,N,3
25,61000,RENT,9.0,MEDICAL,A,6000,,0,0.1,N,3
25,90000,MORTGAGE,9.0,VENTURE,B,5600,9.99,0,0.06,N,4
22,38400,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.26,N,2
27,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.48,0,0.19,N,6
31,81000,RENT,1.0,PERSONAL,D,15000,14.42,1,0.19,N,6
23,44400,MORTGAGE,3.0,EDUCATION,A,6500,7.51,0,0.15,N,4
50,36000,RENT,0.0,VENTURE,B,5000,10.37,0,0.14,N,16
24,85500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.49,0,0.14,N,4
43,70000,RENT,23.0,VENTURE,A,11000,7.29,0,0.16,N,16
24,40000,RENT,1.0,PERSONAL,B,3000,10.74,0,0.07,N,3
44,63000,RENT,4.0,MEDICAL,A,5500,7.51,0,0.09,N,13
30,26400,RENT,14.0,DEBTCONSOLIDATION,C,3250,14.35,1,0.12,N,9
30,120000,MORTGAGE,15.0,EDUCATION,A,11000,6.03,0,0.09,N,9
22,12000,RENT,5.0,EDUCATION,B,5500,10.36,1,0.46,N,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.9,0,0.25,N,3
38,36000,RENT,10.0,MEDICAL,B,9000,11.83,0,0.25,N,11
27,28500,MORTGAGE,6.0,VENTURE,A,2600,7.74,0,0.09,N,7
25,116000,RENT,5.0,DEBTCONSOLIDATION,C,10000,14.26,0,0.09,Y,4
25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,N,4
51,84000,RENT,7.0,HOMEIMPROVEMENT,A,12000,7.49,0,0.14,N,23
30,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000,15.58,1,0.22,N,5
23,79200,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0,0.1,N,4
28,40000,RENT,2.0,PERSONAL,A,7000,8.59,0,0.17,N,10
32,105000,MORTGAGE,17.0,MEDICAL,C,5000,14.65,0,0.05,N,9
35,50000,RENT,4.0,DEBTCONSOLIDATION,B,7000,11.49,0,0.14,N,9
36,120000,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.49,0,0.08,N,14
30,23000,RENT,5.0,VENTURE,A,14000,7.88,1,0.61,N,6
28,70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,9000,5.42,1,0.13,N,7
22,25600,RENT,5.0,VENTURE,A,9000,8.9,1,0.35,N,4
27,123996,MORTGAGE,11.0,MEDICAL,A,6500,8.0,0,0.05,N,6
28,40000,RENT,1.0,PERSONAL,C,3700,15.96,0,0.09,N,8
29,25000,RENT,0.0,PERSONAL,B,4125,11.71,0,0.17,N,6
25,68000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,6500,16.29,0,0.1,Y,3
24,30000,RENT,8.0,MEDICAL,B,3000,11.86,0,0.1,N,4
24,70000,RENT,8.0,VENTURE,C,4000,13.49,0,0.06,Y,4
47,37000,MORTGAGE,6.0,PERSONAL,A,7400,8.0,0,0.2,N,13
25,43500,RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2
24,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,25000,,0,0.36,N,3
24,69000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.36,N,2
28,41400,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.48,1,0.34,N,6
46,48956,RENT,0.0,MEDICAL,B,2800,10.59,0,0.06,N,14
33,25000,MORTGAGE,4.0,EDUCATION,B,1600,11.36,0,0.06,N,7
21,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.12,N,4
29,84000,RENT,9.0,DEBTCONSOLIDATION,C,13000,12.53,0,0.15,Y,7
25,90000,RENT,4.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.07,N,3
27,54000,RENT,0.0,DEBTCONSOLIDATION,D,5000,13.17,1,0.09,N,8
23,75000,MORTGAGE,0.0,MEDICAL,C,9500,,0,0.13,Y,4
24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,Y,3
27,231252,MORTGAGE,1.0,PERSONAL,B,2000,9.91,0,0.01,N,10
45,66000,RENT,4.0,HOMEIMPROVEMENT,B,13650,12.42,0,0.21,N,11
22,47000,RENT,0.0,VENTURE,B,6550,10.65,0,0.14,N,2
36,84996,MORTGAGE,11.0,PERSONAL,B,3500,12.69,0,0.04,N,13
23,14898,RENT,,VENTURE,C,6250,15.27,1,0.42,N,2
29,210000,MORTGAGE,2.0,MEDICAL,B,14000,12.42,0,0.07,N,6
27,170000,RENT,11.0,PERSONAL,D,25000,16.32,0,0.15,N,10
36,49896,MORTGAGE,8.0,VENTURE,A,2800,,0,0.06,N,17
36,32000,MORTGAGE,9.0,EDUCATION,B,5000,8.88,0,0.16,N,13
22,19200,RENT,4.0,HOMEIMPROVEMENT,D,8000,16.29,1,0.42,Y,3
24,79500,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.14,0,0.2,N,4
24,42000,MORTGAGE,5.0,PERSONAL,A,19200,7.9,0,0.46,N,4
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,13.49,0,0.13,Y,6
26,48000,MORTGAGE,10.0,VENTURE,A,4000,,0,0.08,N,2
34,30000,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,1,0.4,N,8
32,38300,RENT,4.0,MEDICAL,B,5000,10.25,0,0.13,N,9
30,185000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7
22,30000,OWN,5.0,PERSONAL,B,3000,10.36,0,0.1,N,2
23,98280,MORTGAGE,7.0,EDUCATION,A,9400,6.62,0,0.1,N,3
22,60000,RENT,6.0,VENTURE,D,7800,15.21,0,0.13,N,4
25,54503,RENT,9.0,EDUCATION,A,6300,7.51,0,0.12,N,2
26,42996,RENT,10.0,MEDICAL,B,8500,10.2,0,0.2,N,2
23,56000,MORTGAGE,7.0,PERSONAL,B,4500,11.83,0,0.08,N,4
22,107000,MORTGAGE,1.0,VENTURE,A,10000,7.14,0,0.09,N,2
29,28140,RENT,0.0,MEDICAL,A,5000,7.29,0,0.18,N,9
27,66000,MORTGAGE,0.0,EDUCATION,A,9250,8.59,0,0.14,N,9
26,53000,OWN,2.0,VENTURE,B,2500,9.91,0,0.05,N,2
24,70000,RENT,0.0,EDUCATION,A,10000,7.29,0,0.14,N,4
24,50000,RENT,3.0,MEDICAL,C,3000,,1,0.06,N,2
37,60000,RENT,4.0,VENTURE,A,7175,7.9,0,0.12,N,14
35,66000,RENT,0.0,HOMEIMPROVEMENT,B,18000,9.99,0,0.27,N,8
30,36000,RENT,0.0,MEDICAL,C,13000,13.61,1,0.36,N,8
40,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000,14.96,0,0.12,Y,16
28,64049,MORTGAGE,7.0,EDUCATION,B,20000,12.69,0,0.31,N,7
35,165996,RENT,1.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.04,N,10
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.08,N,3
41,92000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,9.63,0,0.09,N,13
30,112000,MORTGAGE,4.0,PERSONAL,D,8000,16.02,0,0.07,Y,10
22,85000,MORTGAGE,7.0,EDUCATION,A,11700,8.59,0,0.14,N,3
32,90000,RENT,2.0,PERSONAL,B,25000,9.99,0,0.28,N,7
29,48000,RENT,2.0,PERSONAL,B,15000,11.36,1,0.31,N,8
21,55272,RENT,5.0,VENTURE,A,5000,5.42,0,0.09,N,3
24,45996,RENT,1.0,MEDICAL,C,13000,13.47,1,0.28,Y,2
26,56000,RENT,6.0,HOMEIMPROVEMENT,C,8150,12.87,0,0.15,N,4
31,40000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4625,12.42,0,0.12,N,5
27,31200,RENT,3.0,PERSONAL,B,7000,9.88,0,0.22,N,9
22,50000,RENT,6.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N,4
24,55000,MORTGAGE,5.0,PERSONAL,B,3100,11.71,0,0.06,N,2
21,82100,RENT,3.0,PERSONAL,A,12200,6.03,0,0.15,N,2
23,48000,RENT,0.0,VENTURE,B,10000,9.25,0,0.21,N,3
26,63834,MORTGAGE,5.0,MEDICAL,B,17000,11.12,0,0.27,N,3
23,50000,RENT,7.0,PERSONAL,A,15000,7.88,0,0.3,N,4
23,36000,MORTGAGE,7.0,VENTURE,C,4800,13.06,0,0.13,Y,2
26,24000,RENT,0.0,MEDICAL,D,3600,14.96,1,0.15,N,4
24,69600,RENT,2.0,PERSONAL,A,10000,8.38,0,0.14,N,2
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,1,0.1,N,4
28,51500,RENT,2.0,DEBTCONSOLIDATION,D,20000,15.65,1,0.39,Y,8
30,68000,RENT,7.0,PERSONAL,B,10000,10.75,0,0.15,N,7
43,93000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,7500,12.86,1,0.08,Y,15
32,34000,MORTGAGE,5.0,PERSONAL,A,4000,7.49,0,0.12,N,6
28,54000,RENT,0.0,EDUCATION,C,4500,,1,0.08,Y,8
27,29040,RENT,11.0,DEBTCONSOLIDATION,C,1800,13.23,1,0.06,Y,5
33,66000,OWN,3.0,VENTURE,B,5600,10.99,0,0.08,N,9
25,24000,RENT,2.0,VENTURE,B,8500,9.88,1,0.35,N,4
22,47800,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0,0.03,Y,4
24,62400,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.32,N,4
25,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,20000,17.04,1,0.32,N,3
23,24000,RENT,4.0,VENTURE,B,1500,11.49,0,0.06,N,2
25,60000,RENT,3.0,VENTURE,A,12000,5.42,0,0.2,N,3
27,47000,RENT,1.0,MEDICAL,B,13000,10.99,0,0.28,N,5
22,19000,RENT,5.0,VENTURE,C,3000,13.06,1,0.16,N,2
25,80004,MORTGAGE,8.0,PERSONAL,A,6000,8.0,1,0.07,N,2
25,54000,RENT,1.0,PERSONAL,A,3600,,1,0.07,N,3
34,109200,MORTGAGE,18.0,EDUCATION,C,6000,12.23,0,0.05,Y,5
25,31200,RENT,9.0,VENTURE,B,1500,11.12,0,0.05,N,2
29,60000,RENT,13.0,PERSONAL,C,2075,15.23,0,0.03,N,7
29,55000,OWN,4.0,VENTURE,B,10000,11.36,0,0.18,N,8
31,20800,RENT,3.0,MEDICAL,D,9750,17.19,1,0.47,Y,6
24,102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0,0.1,N,4
30,19200,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4750,13.61,1,0.25,Y,8
27,55000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.2,N,9
59,40000,MORTGAGE,5.0,PERSONAL,A,3600,7.49,0,0.09,N,24
27,26237,RENT,0.0,MEDICAL,C,12000,13.22,1,0.46,N,7
28,61000,MORTGAGE,12.0,PERSONAL,B,12000,9.99,0,0.2,N,6
23,55000,RENT,1.0,MEDICAL,A,3800,6.76,0,0.07,N,4
24,175000,MORTGAGE,9.0,EDUCATION,A,10000,5.42,0,0.06,N,3
41,135000,MORTGAGE,2.0,MEDICAL,B,20000,9.25,0,0.15,N,13
34,42000,RENT,2.0,EDUCATION,B,6000,10.59,0,0.14,N,7
23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,N,3
22,23000,MORTGAGE,1.0,EDUCATION,A,2400,9.63,0,0.1,N,4
21,65004,MORTGAGE,5.0,EDUCATION,B,5000,9.99,0,0.08,N,4
25,78000,RENT,0.0,DEBTCONSOLIDATION,D,9600,14.11,1,0.12,Y,4
26,80004,MORTGAGE,7.0,PERSONAL,C,7500,15.23,1,0.09,N,4
26,58000,RENT,0.0,HOMEIMPROVEMENT,A,3500,8.59,0,0.06,N,2
25,21000,RENT,0.0,VENTURE,B,5175,12.53,0,0.25,N,4
25,87000,RENT,7.0,MEDICAL,C,9000,13.49,0,0.1,N,4
24,35000,RENT,1.0,MEDICAL,B,10000,,0,0.29,N,2
25,18000,RENT,1.0,PERSONAL,B,5500,11.71,1,0.31,N,2
29,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,14400,13.92,0,0.19,N,9
30,15000,RENT,6.0,EDUCATION,B,2700,12.69,1,0.18,N,5
29,82450,MORTGAGE,11.0,MEDICAL,E,7500,14.5,1,0.08,N,9
28,34000,RENT,4.0,PERSONAL,B,3000,10.65,1,0.09,N,10
24,50000,MORTGAGE,5.0,PERSONAL,A,6000,6.17,0,0.12,N,2
23,37700,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,9.63,1,0.27,N,3
23,15600,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,3
21,30000,MORTGAGE,5.0,VENTURE,B,6400,,0,0.21,N,3
24,60000,RENT,4.0,VENTURE,A,5850,7.49,0,0.1,N,3
58,45600,MORTGAGE,20.0,PERSONAL,C,6000,12.99,0,0.13,N,25
35,83004,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,,0,0.18,N,7
24,44400,RENT,4.0,EDUCATION,F,15650,21.74,1,0.35,N,4
27,72000,RENT,6.0,VENTURE,A,20000,8.9,0,0.28,N,5
27,160669,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.05,N,9
30,25056,MORTGAGE,3.0,HOMEIMPROVEMENT,B,2000,12.42,0,0.08,N,7
23,88000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,14.65,1,0.1,N,4
35,91000,OWN,6.0,VENTURE,B,5600,10.99,0,0.06,N,8
22,48000,RENT,0.0,PERSONAL,C,3000,14.79,0,0.06,N,2
25,29000,RENT,9.0,PERSONAL,A,11000,8.49,1,0.38,N,2
25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,0,0.17,N,3
26,22000,OWN,6.0,VENTURE,B,7500,10.96,0,0.34,N,2
25,130000,MORTGAGE,2.0,VENTURE,D,19400,16.0,0,0.15,Y,4
32,44808,RENT,5.0,PERSONAL,B,12000,,0,0.27,N,8
23,45600,RENT,4.0,VENTURE,C,5000,14.22,0,0.11,N,4
39,43680,RENT,9.0,MEDICAL,B,16000,,1,0.37,N,16
25,100000,MORTGAGE,9.0,MEDICAL,A,12000,8.94,0,0.12,N,4
29,75000,MORTGAGE,8.0,PERSONAL,C,12000,13.16,1,0.16,Y,7
33,35000,RENT,0.0,PERSONAL,A,5000,8.9,0,0.14,N,5
29,61628,RENT,2.0,MEDICAL,E,6000,16.95,1,0.08,Y,9
25,30000,RENT,6.0,EDUCATION,B,4000,9.76,0,0.13,N,3
29,60000,RENT,2.0,PERSONAL,C,12000,14.22,0,0.2,Y,6
35,90000,RENT,0.0,MEDICAL,A,7000,8.59,0,0.08,N,10
21,40000,RENT,1.0,EDUCATION,B,6000,10.08,0,0.15,N,3
33,57700,RENT,17.0,HOMEIMPROVEMENT,C,4000,,1,0.07,Y,7
32,65453,RENT,15.0,MEDICAL,C,5000,11.28,1,0.06,Y,9
22,41717,OWN,5.0,VENTURE,B,20000,11.12,0,0.48,N,4
29,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3575,11.49,0,0.07,N,6
29,33000,RENT,5.0,HOMEIMPROVEMENT,A,8000,5.79,1,0.24,N,8
42,120000,MORTGAGE,18.0,PERSONAL,B,6000,10.38,0,0.05,N,11
22,50000,MORTGAGE,6.0,VENTURE,C,10500,14.26,0,0.21,Y,2
25,80000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10250,5.42,0,0.13,N,4
22,38000,RENT,2.0,EDUCATION,C,1500,13.22,0,0.04,Y,2
27,104000,RENT,8.0,HOMEIMPROVEMENT,A,12800,7.29,0,0.12,N,5
26,51000,MORTGAGE,2.0,VENTURE,A,12000,6.17,0,0.24,N,4
24,119500,OWN,8.0,HOMEIMPROVEMENT,B,3500,12.18,0,0.03,N,2
25,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.07,N,3
29,64000,RENT,3.0,DEBTCONSOLIDATION,A,7000,7.51,0,0.11,N,6
27,69638,MORTGAGE,5.0,EDUCATION,B,16725,10.74,0,0.24,N,9
43,85000,RENT,2.0,PERSONAL,A,2000,6.62,0,0.02,N,14
25,24000,OWN,0.0,MEDICAL,A,7000,9.63,0,0.29,N,3
33,60000,MORTGAGE,17.0,MEDICAL,A,7000,5.42,0,0.12,N,8
43,51600,RENT,,VENTURE,B,1500,11.86,0,0.03,N,12
28,30422,OWN,12.0,PERSONAL,A,5000,8.49,0,0.16,N,9
24,40000,RENT,8.0,MEDICAL,B,2800,10.25,0,0.07,N,2
34,60000,MORTGAGE,6.0,PERSONAL,E,10500,15.68,0,0.17,Y,9
28,92000,MORTGAGE,8.0,PERSONAL,C,7750,14.22,1,0.08,N,6
22,30000,MORTGAGE,6.0,PERSONAL,C,2000,12.61,0,0.07,N,4
25,158000,MORTGAGE,10.0,VENTURE,C,20000,14.26,0,0.13,Y,2
22,38000,MORTGAGE,4.0,EDUCATION,A,1950,7.37,0,0.05,N,4
29,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.15,N,9
24,49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N,3
24,29000,MORTGAGE,1.0,MEDICAL,D,6000,15.62,1,0.21,N,3
33,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9
29,120000,OWN,11.0,PERSONAL,D,5000,14.09,0,0.04,Y,5
23,30000,MORTGAGE,5.0,MEDICAL,A,1000,7.4,0,0.03,N,2
22,49000,RENT,7.0,DEBTCONSOLIDATION,C,3000,12.23,1,0.06,Y,2
27,38000,RENT,0.0,MEDICAL,A,12000,6.62,1,0.32,N,10
25,70356,RENT,8.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.1,N,4
25,121000,MORTGAGE,6.0,VENTURE,B,13000,,0,0.11,N,2
22,28800,RENT,0.0,VENTURE,A,3500,,0,0.12,N,2
24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4
30,96000,RENT,11.0,EDUCATION,C,12000,13.23,0,0.13,N,10
24,42000,RENT,1.0,PERSONAL,A,3500,,0,0.08,N,3
25,28008,RENT,5.0,MEDICAL,B,4000,10.0,0,0.14,N,2
28,73000,RENT,0.0,PERSONAL,B,32000,11.99,1,0.44,N,9
28,39000,RENT,8.0,EDUCATION,C,4500,13.49,1,0.12,N,9
31,112000,RENT,5.0,PERSONAL,B,23000,12.18,0,0.21,N,6
23,34482,RENT,7.0,PERSONAL,B,7000,10.99,0,0.2,N,4
24,104000,MORTGAGE,8.0,EDUCATION,C,25000,12.84,0,0.24,N,2
23,45000,RENT,4.0,PERSONAL,C,4800,13.98,0,0.11,Y,2
31,50000,RENT,1.0,VENTURE,B,10000,10.71,0,0.2,N,6
26,300000,MORTGAGE,10.0,VENTURE,A,20000,7.88,0,0.07,N,4
24,51630,RENT,0.0,MEDICAL,B,4900,9.99,0,0.09,N,3
33,190000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0,0.11,N,10
25,49029,RENT,8.0,MEDICAL,B,2000,11.99,0,0.04,N,2
26,49680,RENT,1.0,MEDICAL,C,5875,12.99,0,0.12,Y,3
25,33000,RENT,4.0,MEDICAL,B,3600,10.0,1,0.11,N,3
22,30000,RENT,0.0,EDUCATION,B,5000,10.33,0,0.17,N,3
27,83300,MORTGAGE,3.0,MEDICAL,D,12000,15.21,1,0.12,N,6
23,61000,RENT,3.0,DEBTCONSOLIDATION,A,2500,7.49,0,0.04,N,3
22,110000,MORTGAGE,2.0,VENTURE,B,9000,11.11,0,0.08,N,4
45,30000,MORTGAGE,5.0,MEDICAL,C,1000,15.23,0,0.03,Y,11
25,58650,RENT,7.0,MEDICAL,D,5600,14.84,1,0.08,N,4
43,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,N,12
22,60000,MORTGAGE,6.0,EDUCATION,B,3950,10.65,0,0.07,N,2
29,55000,MORTGAGE,11.0,PERSONAL,B,4000,10.99,0,0.07,N,8
21,57200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.14,N,2
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0,0.13,Y,3
27,72000,OWN,4.0,EDUCATION,C,8000,11.09,0,0.11,Y,9
29,85000,MORTGAGE,9.0,MEDICAL,B,15000,10.65,0,0.18,N,9
24,122000,RENT,4.0,EDUCATION,B,15000,11.58,0,0.12,N,3
31,90000,MORTGAGE,5.0,VENTURE,A,17000,,0,0.19,N,10
22,34800,RENT,,DEBTCONSOLIDATION,B,4000,10.74,0,0.11,N,3
27,52000,RENT,0.0,HOMEIMPROVEMENT,B,5100,10.37,0,0.1,N,9
26,55000,RENT,3.0,VENTURE,C,5000,13.48,0,0.09,Y,4
29,50000,RENT,1.0,MEDICAL,C,6500,15.96,0,0.13,N,7
29,75000,OWN,,EDUCATION,D,5000,15.62,0,0.07,N,10
26,74000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.14,N,2
25,37500,RENT,1.0,MEDICAL,C,10000,15.96,0,0.27,Y,4
24,31000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0,0.16,N,2
45,29676,RENT,5.0,EDUCATION,C,2700,12.84,0,0.09,Y,17
30,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,14675,9.63,0,0.28,N,7
25,56000,RENT,1.0,HOMEIMPROVEMENT,B,6000,10.74,0,0.11,N,2
34,80000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0,0.15,N,9
29,60000,MORTGAGE,13.0,MEDICAL,G,25000,20.16,1,0.42,N,10
21,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.11,N,4
23,45000,RENT,0.0,VENTURE,B,4500,9.25,0,0.1,N,4
24,33000,RENT,8.0,MEDICAL,B,6400,9.99,0,0.19,N,2
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3
27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.13,N,9
23,90000,RENT,2.0,MEDICAL,B,20000,11.49,0,0.22,N,4
25,31200,RENT,8.0,DEBTCONSOLIDATION,C,14700,12.29,1,0.47,N,4
24,32000,RENT,5.0,MEDICAL,C,1900,13.49,0,0.06,Y,2
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,11.99,0,0.25,N,6
23,100000,MORTGAGE,0.0,VENTURE,A,11000,8.49,0,0.11,N,2
24,23004,RENT,9.0,DEBTCONSOLIDATION,A,1500,7.68,0,0.07,N,2
30,81004,RENT,3.0,VENTURE,A,10000,6.91,0,0.12,N,9
23,73426,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,,0,0.1,Y,2
31,70000,RENT,4.0,EDUCATION,A,5500,7.68,0,0.08,N,10
21,16000,RENT,5.0,VENTURE,B,6000,9.63,1,0.38,N,3
23,25000,RENT,,VENTURE,B,4000,11.71,0,0.16,N,4
26,110000,RENT,4.0,VENTURE,B,12000,,0,0.11,N,2
